customer_key,customer_name,email,city,country,active_status
585,PERRY SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org,Quilmes,Argentina,1
586,KIRK STCLAIR,KIRK.STCLAIR@sakilacustomer.org,Tsaotun,Taiwan,1
587,SERGIO STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,Celaya,Mexico,1
588,MARION OCAMPO,MARION.OCAMPO@sakilacustomer.org,Weifang,China,1
589,TRACY HERRMANN,TRACY.HERRMANN@sakilacustomer.org,Loja,Ecuador,1
590,SETH HANNON,SETH.HANNON@sakilacustomer.org,al-Manama,Bahrain,1
591,KENT ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,Juiz de Fora,Brazil,1
592,TERRANCE ROUSH,TERRANCE.ROUSH@sakilacustomer.org,Szkesfehrvr,Hungary,0
593,RENE MCALISTER,RENE.MCALISTER@sakilacustomer.org,Garden Grove,United States,1
594,EDUARDO HIATT,EDUARDO.HIATT@sakilacustomer.org,Jining,China,1
595,TERRENCE GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,Jinzhou,China,1
596,ENRIQUE FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,Patras,Greece,1
597,FREDDIE DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,Sullana,Peru,1
598,WADE DELVALLE,WADE.DELVALLE@sakilacustomer.org,Lausanne,Switzerland,1
599,AUSTIN CINTRON,AUSTIN.CINTRON@sakilacustomer.org,Tieli,China,1
600,SIN VENTA,SINVENTA@AAA.COM,Ashgabat,Turkmenistan,1
